"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 3: South"	"CENS-R3"	"Osceola County, FL"	"12097"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Osceola County, FL"	"12097"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Osceola County, FL"	"12097"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"Large Fringe Metro"	"2"	175331	3215.648	578.334	29.106	6.162	38.450	2.568	38.325	2.081
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Palm Beach County, FL"	"12099"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"Large Fringe Metro"	"2"	60070	3263.163	585.619	27.972	5.882	38.648	2.543	38.389	2.055
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pasco County, FL"	"12101"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"Large Central Metro"	"1"	103215	3265.967	601.963	28.157	6.035	38.655	2.647	38.497	2.219
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Pinellas County, FL"	"12103"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"Medium Metro"	"3"	91899	3263.513	600.232	26.709	5.816	38.655	2.753	38.461	2.199
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Polk County, FL"	"12105"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"Large Fringe Metro"	"2"	23753	3328.358	577.792	29.607	5.752	38.853	2.429	38.596	1.991
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Johns County, FL"	"12109"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"Medium Metro"	"3"	37352	3248.912	591.609	27.706	5.993	38.564	2.618	38.414	2.123
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"St. Lucie County, FL"	"12111"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"Medium Metro"	"3"	22354	3296.500	577.580	27.544	5.636	38.626	2.479	38.304	1.962
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Santa Rosa County, FL"	"12113"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"Medium Metro"	"3"	35236	3309.405	584.709	28.383	6.046	38.790	2.544	38.550	2.055
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Sarasota County, FL"	"12115"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"Large Fringe Metro"	"2"	54825	3275.653	586.872	28.949	5.828	38.622	2.595	38.430	2.092
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Seminole County, FL"	"12117"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"Medium Metro"	"3"	59070	3258.965	599.377	27.338	5.902	38.683	2.621	38.476	2.140
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Volusia County, FL"	"12127"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"Large Fringe Metro"	"2"	13763	3257.589	588.020	26.688	5.772	38.559	2.567	38.242	2.074
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"Medium Metro"	"3"	12816	3181.858	617.609	26.509	5.821	38.524	2.742	38.301	2.329
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"Small Metro"	"4"	2286	3314.318	603.693	26.331	5.717	38.839	2.591	38.497	2.100
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"Micropolitan (Nonmetro)"	"5"	80306	3247.591	588.102	26.526	5.919	38.592	2.674	38.401	2.094
	"Census Region 3: South"	"CENS-R3"	"Unidentified Counties, FL"	"12999"	"NonCore (Nonmetro)"	"6"	53799	3240.468	594.669	25.981	5.663	38.577	2.694	38.317	2.137
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"Large Fringe Metro"	"2"	6451	3289.523	605.404	27.095	5.611	38.721	2.790	38.395	2.186
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bartow County, GA"	"13015"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"Small Metro"	"4"	28658	3080.707	631.003	26.254	5.863	38.137	2.897	37.989	2.573
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Bibb County, GA"	"13021"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"Large Fringe Metro"	"2"	7846	3266.880	598.380	26.798	5.586	38.665	2.640	38.579	2.126
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Carroll County, GA"	"13045"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"Medium Metro"	"3"	47650	3192.829	613.231	27.285	5.802	38.290	2.656	38.274	2.286
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Chatham County, GA"	"13051"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"Large Fringe Metro"	"2"	34115	3318.877	578.694	29.159	5.729	38.673	2.263	38.491	1.994
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cherokee County, GA"	"13057"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"Small Metro"	"4"	17676	3215.563	596.345	27.709	5.921	38.375	2.500	38.299	2.210
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clarke County, GA"	"13059"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"Large Fringe Metro"	"2"	48064	3141.159	627.507	26.989	6.077	38.263	2.819	38.248	2.527
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Clayton County, GA"	"13063"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"Large Fringe Metro"	"2"	117365	3257.263	599.818	29.497	5.939	38.569	2.409	38.443	2.197
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Cobb County, GA"	"13067"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"Medium Metro"	"3"	8524	3310.903	601.294	29.231	5.320	38.827	2.537	38.476	2.113
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Columbia County, GA"	"13073"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	8232	3262.208	600.481	28.397	5.637	38.587	2.696	38.334	2.126
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Coweta County, GA"	"13077"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	132806	3183.227	606.186	28.800	6.179	38.387	2.710	38.399	2.363
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"DeKalb County, GA"	"13089"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	8603	3204.965	609.777	28.238	6.069	38.437	2.539	38.315	2.230
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Douglas County, GA"	"13097"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"Large Fringe Metro"	"2"	4460	3266.973	590.661	30.225	5.733	38.541	2.457	38.395	2.126
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Fayette County, GA"	"13113"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"Large Fringe Metro"	"2"	11216	3318.098	570.066	30.915	5.176	38.679	2.186	38.466	1.893
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 3: South"	"CENS-R3"	"Forsyth County, GA"	"13117"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
