"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"Large Fringe Metro"	"2"	28723	3356.378	554.872	32.597	5.925	38.921	1.938	38.860	1.860
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Marin County, CA"	"06041"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"Small Metro"	"4"	50946	3303.514	562.435	27.054	6.027	38.737	2.235	38.535	1.989
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Merced County, CA"	"06047"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"Medium Metro"	"3"	79631	3345.445	562.718	27.810	6.192	38.857	2.316	38.701	1.980
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Monterey County, CA"	"06053"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"Small Metro"	"4"	17800	3364.191	573.220	29.462	6.179	38.933	2.178	38.782	1.988
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Napa County, CA"	"06055"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	466115	3294.784	550.063	29.905	6.039	38.688	2.038	38.594	1.887
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Orange County, CA"	"06059"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	45356	3376.360	572.682	29.993	5.633	38.899	2.108	38.809	1.985
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Placer County, CA"	"06061"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	370540	3302.338	566.048	27.918	6.033	38.686	2.253	38.547	2.011
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Riverside County, CA"	"06065"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	240187	3329.707	594.316	28.502	5.957	38.805	2.278	38.686	2.111
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sacramento County, CA"	"06067"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	375339	3266.027	571.043	27.483	6.044	38.587	2.339	38.478	2.092
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Bernardino County, CA"	"06071"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	528429	3313.958	567.716	29.084	6.091	38.760	2.188	38.647	2.020
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Diego County, CA"	"06073"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	107335	3282.887	554.476	32.446	5.578	38.849	2.045	38.784	1.954
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Francisco County, CA"	"06075"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	124493	3297.811	582.101	27.768	6.014	38.664	2.321	38.560	2.104
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Joaquin County, CA"	"06077"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	31676	3370.794	566.859	28.976	5.847	38.913	2.170	38.741	2.012
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Luis Obispo County, CA"	"06079"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	109382	3298.273	560.416	31.376	5.833	38.759	2.054	38.684	1.949
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Mateo County, CA"	"06081"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	69421	3322.406	553.226	28.183	6.249	38.777	2.234	38.708	1.949
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Barbara County, CA"	"06083"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	288236	3280.187	555.512	30.671	5.740	38.744	2.053	38.652	1.930
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Clara County, CA"	"06085"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"Medium Metro"	"3"	36601	3357.726	565.570	29.374	6.327	38.963	2.323	38.874	1.994
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Cruz County, CA"	"06087"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"Small Metro"	"4"	25072	3353.714	575.086	27.226	5.666	38.937	2.245	38.775	1.976
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Shasta County, CA"	"06089"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"Medium Metro"	"3"	63189	3341.777	598.868	28.500	5.929	38.900	2.365	38.687	2.107
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Solano County, CA"	"06095"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"Medium Metro"	"3"	62074	3379.192	568.554	29.451	5.976	38.951	2.064	38.834	1.953
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sonoma County, CA"	"06097"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"Medium Metro"	"3"	93909	3330.517	574.858	27.491	5.910	38.778	2.354	38.605	2.052
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Stanislaus County, CA"	"06099"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"Medium Metro"	"3"	93409	3312.951	567.924	26.788	6.045	38.694	2.406	38.530	2.035
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Tulare County, CA"	"06107"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"Medium Metro"	"3"	127029	3321.210	561.737	28.907	6.193	38.751	2.141	38.646	1.976
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Ventura County, CA"	"06111"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"Large Fringe Metro"	"2"	29010	3392.876	576.219	29.228	5.994	39.026	2.175	38.844	1.966
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Yolo County, CA"	"06113"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"Large Fringe Metro"	"2"	9116	3344.699	565.413	28.294	5.997	38.763	2.381	38.724	1.964
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"Small Metro"	"4"	30794	3365.720	581.050	27.319	5.681	38.951	2.280	38.766	1.988
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"Micropolitan (Nonmetro)"	"5"	56066	3345.758	568.588	27.503	5.940	38.987	2.285	38.831	1.995
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, CA"	"06999"	"NonCore (Nonmetro)"	"6"	30467	3322.618	571.109	27.525	5.858	38.893	2.340	38.759	2.025
